DATE,DAY_OF_THE_WEEK,MONTH,SEASON,ACTIVITY_steps,ACTIVITY_distance,ACTIVITY_soft,ACTIVITY_moderate,ACTIVITY_intense,ACTIVITY_hr_average,ACTIVITY_hr_min,ACTIVITY_hr_max,SLEEP_totalsleeptime,SLEEP_durationtosleep,SLEEP_hr_average,SLEEP_hr_min,SLEEP_hr_max,SLEEP_wakeupcount,SLEEP_wakeupduration
06.07.21,1,6,0,3726,3130,3598,1562,0,69,46,142,23520,120,58,54,67,1,2160
07.07.21,2,6,0,9081,9481,5880,2220,2820,82,50,183,24960,120,61,54,91,0,1560
08.07.21,3,6,0,9644,7917,5520,5280,660,71,39,142,23160,120,61,54,81,0,1080
09.07.21,4,6,0,9354,8023,7501,4740,0,69,40,109,24600,120,60,55,92,1,1800
10.07.21,5,6,0,8438,7044,6840,3960,0,77,46,128,26220,180,61,54,72,2,1320
11.07.21,6,6,0,15526,13862,6360,10140,0,76,47,188,28860,120,57,55,64,0,660
12.07.21,0,6,0,9547,9389,5821,2400,1440,78,53,179,21180,120,61,54,92,1,1560
13.07.21,1,6,0,4340,3660,4440,1620,2040,73,51,172,24660,120,60,54,113,1,1860
14.07.21,2,6,0,8570,9054,4919,2340,1440,75,46,186,26460,120,57,53,65,0,540
15.07.21,3,6,0,4041,3613,4440,1740,780,72,40,167,23640,120,61,52,87,0,1200
16.07.21,4,6,0,6096,5177,5523,2880,0,72,52,128,27840,120,60,51,89,2,3000
17.07.21,5,6,0,10907,8845,13499,3361,0,75,55,115,25740,120,62,56,117,0,120
18.07.21,6,6,0,12319,10468,12900,6060,0,60,54,91,25140,180,62,57,67,0,240
19.07.21,0,6,0,4401,3919,4320,2340,720,71,49,166,26160,120,58,44,67,0,120
20.07.21,1,6,0,10835,10970,4979,3900,1981,83,61,179,28080,120,57,47,68,0,120
21.07.21,2,6,0,4338,3494,5520,1260,780,71,55,171,25860,180,61,57,83,1,1140
22.07.21,3,6,0,8933,9019,5460,2220,2460,82,59,181,23880,120,58,54,66,1,660
23.07.21,4,6,0,3806,3415,4380,1620,1020,75,52,168,25200,120,60,54,73,1,420
24.07.21,5,6,0,4051,3197,8700,900,0,72,52,93,26220,120,61,56,68,1,780
25.07.21,6,6,0,10008,8400,5881,5580,0,74,45,176,33900,180,59,52,66,1,1380
26.07.21,0,6,0,11683,11497,7801,3419,4860,86,55,179,23460,120,60,55,69,0,240
27.07.21,1,6,0,9240,7635,4980,4620,1440,74,42,162,26520,120,61,53,94,0,1680
28.07.21,2,6,0,13270,12512,5340,4500,3060,82,46,187,25500,120,60,53,86,1,2040
29.07.21,3,6,0,12413,10553,6241,6240,3360,83,42,173,28140,120,61,55,73,2,2760
30.07.21,4,6,0,11998,10843,6419,5700,2700,80,47,156,27000,120,65,59,104,0,1560
31.07.21,5,6,0,10325,8213,11701,3840,0,70,41,118,29100,0,59,55,64,0,0
01.08.21,6,7,0,13246,11365,5760,7320,0,71,46,131,26880,120,58,55,64,1,720
02.08.21,0,7,0,10128,10271,4561,3239,3120,74,46,175,22440,120,58,52,89,0,1500
03.08.21,1,7,0,10609,8953,4140,4919,1680,73,43,176,26820,120,58,54,77,0,1381
04.08.21,2,7,0,10864,9148,4200,5521,720,71,55,177,25620,120,59,54,89,0,1500
05.08.21,3,7,0,10087,10235,6541,2640,2280,80,48,190,24900,120,59,53,95,0,1500
06.08.21,4,7,0,12817,10417,5579,6841,720,73,39,148,24120,180,61,56,70,1,1920
07.08.21,5,7,0,16410,14183,5220,9420,0,74,57,184,29160,120,59,54,70,3,1740
08.08.21,6,7,0,17902,15853,8761,11580,0,74,37,120,25800,120,59,56,67,2,900
09.08.21,0,7,0,10070,10159,5583,2760,3000,80,55,183,25680,120,58,55,73,0,1500
10.08.21,1,7,0,11242,9716,6421,5340,1620,77,45,174,23160,120,59,55,70,0,420
11.08.21,2,7,0,11324,11197,7502,2760,4800,86,44,180,27120,120,58,51,70,1,2520
12.08.21,3,7,0,10487,9253,3901,6241,1140,70,43,174,26280,120,59,52,66,0,1800
13.08.21,4,7,0,10143,8863,5760,4140,1380,67,42,162,25500,180,56,51,65,2,840
14.08.21,5,7,0,13320,11129,14642,5281,0,75,48,116,25500,120,59,55,64,2,1980
15.08.21,6,7,0,13360,10941,8340,6780,0,71,44,104,24420,1020,57,52,61,2,2340
16.08.21,0,7,0,10737,10726,5761,3780,2880,73,54,194,24480,120,59,48,85,0,1320
17.08.21,1,7,0,13487,12855,5880,4621,2820,75,46,175,26100,120,55,50,67,0,1620
18.08.21,2,7,0,13220,12516,6660,4620,1440,72,55,183,27840,120,57,52,72,1,1500
19.08.21,3,7,0,11030,9443,4501,6659,0,122,62,135,24360,120,59,55,74,2,2340
20.08.21,4,7,0,10876,9279,5281,6240,0,64,55,116,27960,180,56,51,79,1,1440
21.08.21,5,7,0,15435,12927,7920,8340,0,68,41,130,23640,120,53,49,64,1,1620
22.08.21,6,7,0,10753,9654,4261,7080,0,76,50,191,32580,120,55,51,66,1,1200
23.08.21,0,7,0,11873,11682,5821,4319,1500,69,45,183,22980,120,55,49,68,1,1560
24.08.21,1,7,0,10228,9014,2880,6480,0,64,47,149,24960,120,54,47,76,1,2040
25.08.21,2,7,0,12657,12749,8280,4020,3420,78,48,181,25140,120,54,51,60,2,2040
26.08.21,3,7,0,6801,5721,8102,3059,0,72,45,108,22980,180,57,54,63,0,180
27.08.21,4,7,0,4736,3905,6960,1620,0,67,44,154,20220,120,54,48,59,1,1500
28.08.21,5,7,0,13709,11500,11700,7261,0,68,47,169,24120,120,56,53,62,1,600
29.08.21,6,7,0,18380,16249,6900,11400,0,66,45,138,25440,120,53,50,61,1,600
30.08.21,0,7,0,5906,5011,5160,2760,0,62,48,83,24480,120,55,50,66,0,240
31.08.21,1,7,0,12722,12519,6361,4319,1500,76,43,181,26940,120,53,48,58,0,120
01.09.21,2,8,0,5247,4627,5039,2641,0,62,48,138,27720,120,54,49,64,1,960
02.09.21,3,8,0,12902,10485,12420,4740,0,77,43,179,25860,120,55,47,63,0,120
03.09.21,4,8,0,10011,8019,13742,3961,0,68,53,93,29520,240,57,50,68,0,720
04.09.21,5,8,0,6386,4991,17159,1081,0,71,46,91,25920,120,56,53,62,0,120
05.09.21,6,8,0,9574,8018,10680,4861,0,75,57,109,25020,300,55,49,68,0,300
06.09.21,0,8,0,9719,8498,9780,4680,0,81,40,130,28080,120,57,53,68,0,240
07.09.21,1,8,0,4306,3521,8822,1080,0,69,50,102,25380,120,58,54,84,1,360
08.09.21,2,8,0,12456,10594,8701,7440,0,71,45,112,22740,1440,57,50,74,0,1440
09.09.21,3,8,0,7873,6632,8460,3540,0,71,45,109,30300,0,56,50,64,2,1140
10.09.21,4,8,0,5244,4602,6901,1981,660,68,52,113,24840,120,57,50,75,1,2700
11.09.21,5,8,0,12204,10498,12002,5520,0,74,58,126,23700,120,58,55,65,1,900
12.09.21,6,8,0,2778,2280,6901,900,0,70,44,96,27480,180,59,55,66,2,1800
13.09.21,0,8,0,9629,9690,6360,2760,2160,74,47,184,23460,120,60,50,81,0,1260
14.09.21,1,8,0,4989,4003,4500,1980,780,65,54,114,26940,120,57,50,88,1,2340
15.09.21,2,8,0,5100,4797,5759,1982,1020,74,40,182,23100,120,58,50,111,1,2400
16.09.21,3,8,0,8912,7461,6899,4501,0,68,44,128,27420,120,57,51,67,1,960
17.09.21,4,8,0,6493,5524,6480,2400,60,67,40,93,26760,120,57,53,65,1,840
18.09.21,5,8,0,9231,7739,7981,3841,0,70,40,119,30120,120,58,53,66,2,2160
19.09.21,6,8,0,1919,1615,4201,600,0,65,49,100,29400,720,60,55,70,1,1080
20.09.21,0,8,0,9590,9985,6899,2401,1200,75,43,184,22560,120,56,46,73,0,1680
21.09.21,1,8,0,4616,3990,4441,2100,900,65,43,151,24060,120,55,51,64,0,540
22.09.21,2,8,1,10213,10680,5040,3540,1920,74,53,183,24540,120,56,49,132,1,2280
23.09.21,3,8,1,5671,4879,5040,2160,900,67,51,110,22200,120,57,51,82,1,1440
24.09.21,4,8,1,4603,4378,5821,1561,1439,66,42,113,32700,240,58,50,65,1,2880
25.09.21,5,8,1,9628,8377,7681,5100,60,68,48,137,25020,120,55,51,62,2,1380
26.09.21,6,8,1,5598,4630,7200,1741,0,70,44,178,31380,240,58,51,77,4,3420
27.09.21,0,8,1,9317,9425,5281,2580,1740,77,41,180,23640,120,57,55,63,1,2040
28.09.21,1,8,1,4842,4091,3660,2340,0,68,49,198,26040,180,57,54,65,1,1920
29.09.21,2,8,1,9375,9719,5461,2760,1980,76,42,180,25320,120,55,51,64,1,2100
30.09.21,3,8,1,6106,5334,5400,2641,0,69,39,123,23820,120,61,55,72,0,1680
01.10.21,4,9,1,4431,3796,6480,1621,0,64,48,86,23640,120,59,55,67,0,240
02.10.21,5,9,1,4917,4493,6541,2220,0,76,46,116,30240,120,59,54,69,3,2460
03.10.21,6,9,1,5451,4902,6300,2760,0,68,48,113,32160,120,55,48,62,3,2220
04.10.21,0,9,1,4247,3568,3840,1860,0,65,47,84,23220,120,56,51,75,1,1980
05.10.21,1,9,1,9845,9926,4980,3480,1140,73,47,181,25140,120,54,44,64,1,1980
06.10.21,2,9,1,4306,3896,4200,2280,0,68,50,183,27540,120,56,52,66,4,3300
07.10.21,3,9,1,7224,6603,5699,3781,0,73,45,163,24720,120,56,50,66,1,780
08.10.21,4,9,1,2941,2416,4140,900,0,64,42,170,25560,240,56,53,62,0,300
09.10.21,5,9,1,5748,5021,6600,2940,0,67,45,119,27780,120,55,48,60,0,120
