DATE,DAY_OF_THE_WEEK,MONTH,SEASON,ACTIVITY_steps,ACTIVITY_distance,ACTIVITY_soft,ACTIVITY_moderate,ACTIVITY_intense,ACTIVITY_hr_average,ACTIVITY_hr_min,ACTIVITY_hr_max,SLEEP_totalsleeptime,SLEEP_durationtosleep,SLEEP_hr_average,SLEEP_hr_min,SLEEP_hr_max,SLEEP_wakeupcount,SLEEP_wakeupduration
06.07.21,1,6,0,2584,1841,16801,60,0,72,61,114,24960,120,64,60,71,0,180
07.07.21,2,6,0,4594,3201,19500,600,0,72,61,111,24540,120,63,59,70,0,120
08.07.21,3,6,0,9602,7011,18242,4439,0,78,58,148,25680,120,60,55,66,0,180
09.07.21,4,6,0,14121,11017,18962,4259,1500,76,60,110,24180,120,60,54,68,1,420
10.07.21,5,6,0,7022,4835,20759,661,0,74,53,113,27120,480,63,59,71,0,840
11.07.21,6,6,0,13668,10505,15181,8340,0,76,53,137,27000,120,64,53,124,0,240
12.07.21,0,6,0,2593,1806,22140,0,0,72,50,97,25560,120,60,50,83,1,2160
13.07.21,1,6,0,3998,2794,18600,239,0,68,43,109,23880,120,64,56,123,0,120
14.07.21,2,6,0,2550,1802,14820,120,0,66,40,88,30780,120,59,57,64,1,960
15.07.21,3,6,0,3263,2259,15241,180,0,68,55,109,23400,120,57,51,63,0,120
16.07.21,4,6,0,4287,3150,22800,540,0,71,58,89,23400,120,59,55,68,0,120
17.07.21,5,6,0,7437,5119,20042,180,0,75,62,107,25020,120,61,56,68,0,120
18.07.21,6,6,0,9797,6862,25022,840,0,82,43,115,23880,120,59,53,66,0,180
19.07.21,0,6,0,2670,1875,18120,0,0,72,59,105,26280,120,60,53,77,0,300
20.07.21,1,6,0,3035,2125,19801,0,0,75,59,100,27480,120,58,53,64,1,360
21.07.21,2,6,0,1140,829,11040,0,0,69,47,99,25800,120,,,,0,180
22.07.21,3,6,0,3374,2370,16021,60,0,72,55,106,25140,120,59,53,67,0,300
23.07.21,4,6,0,3269,2336,17880,0,0,75,60,172,24480,120,58,53,67,1,600
24.07.21,5,6,0,3040,2114,15060,60,0,78,57,101,28500,120,61,56,69,1,960
25.07.21,6,6,0,9130,6833,13620,4560,0,78,54,131,33480,2160,60,56,70,0,2220
26.07.21,0,6,0,5808,4387,16921,1500,0,75,59,126,23100,120,62,59,67,1,360
27.07.21,1,6,0,7119,5302,15720,2820,0,72,58,179,25920,120,58,55,64,0,120
28.07.21,2,6,0,6027,4444,11701,2460,0,73,58,147,24540,120,58,54,69,0,120
29.07.21,3,6,0,9911,7349,17160,3900,0,76,54,174,26700,120,58,53,65,0,120
30.07.21,4,6,0,12304,9776,15963,6660,0,80,61,160,26820,240,61,57,69,1,660
31.07.21,5,6,0,10684,8063,16621,4980,0,75,45,121,29220,300,59,54,73,0,300
01.08.21,6,7,0,12013,9738,14821,5280,0,71,54,177,24000,120,58,49,68,0,240
02.08.21,0,7,0,3157,2362,16498,421,60,68,47,88,21780,120,63,58,68,0,120
03.08.21,1,7,0,9802,7283,17521,3720,0,75,58,175,26940,120,58,54,66,0,120
04.08.21,2,7,0,8503,6557,14942,3900,0,70,50,164,25620,120,59,57,65,0,180
05.08.21,3,7,0,5243,3667,19020,300,0,69,48,109,24780,120,58,50,74,1,300
06.08.21,4,7,0,13531,10391,18600,6060,0,76,51,156,24060,240,59,53,67,1,720
07.08.21,5,7,0,16002,12317,14821,8219,0,82,54,182,27420,120,61,57,67,0,120
08.08.21,6,7,0,14955,11051,20703,4921,0,77,57,140,26580,120,59,53,68,0,240
09.08.21,0,7,0,3427,2439,16620,300,0,68,48,128,24120,120,58,52,63,3,1320
10.08.21,1,7,0,6546,5157,14220,3180,0,72,37,186,24120,120,58,54,64,0,180
11.08.21,2,7,0,3110,2202,15961,181,0,74,60,112,25740,120,58,55,63,0,120
12.08.21,3,7,0,6633,4846,23160,2040,0,77,45,138,25380,240,57,54,67,1,900
13.08.21,4,7,0,4014,2888,16201,420,0,75,57,135,26100,120,57,50,70,1,480
14.08.21,5,7,0,11991,8958,20821,3780,0,83,49,139,24240,120,58,53,66,0,120
15.08.21,6,7,0,11852,9030,18300,5280,0,80,46,115,22440,120,63,53,70,0,180
16.08.21,0,7,0,4286,3360,12240,2100,0,71,48,162,24960,120,59,51,69,0,180
17.08.21,1,7,0,4654,3560,12240,2220,0,72,53,165,26400,180,59,55,66,0,240
18.08.21,2,7,0,11728,8805,20040,5160,0,81,47,132,26520,120,62,59,72,0,240
19.08.21,3,7,0,10050,7978,15540,5400,0,76,56,167,24660,120,62,57,67,0,180
20.08.21,4,7,0,7987,6141,15840,3540,0,78,42,189,27240,120,62,54,70,0,120
21.08.21,5,7,0,13956,10568,15662,5700,0,77,60,118,23880,120,62,58,67,0,180
22.08.21,6,7,0,9397,7251,15720,4860,0,78,61,138,32160,120,59,54,67,1,600
23.08.21,0,7,0,4276,3204,13141,1500,0,74,49,204,24720,120,66,60,76,1,300
24.08.21,1,7,0,7891,6008,13440,3420,0,72,41,132,25980,120,60,53,72,0,120
25.08.21,2,7,0,4372,3392,11042,1620,0,74,42,150,25080,120,60,55,64,1,300
26.08.21,3,7,0,9647,7283,23220,3660,0,79,62,206,21540,120,61,56,68,0,120
27.08.21,4,7,0,4607,3259,16681,599,0,72,57,111,19200,120,60,55,71,0,120
28.08.21,5,7,0,11254,7941,21783,1859,0,75,57,147,24660,120,59,53,73,1,1140
29.08.21,6,7,0,15302,11295,18901,4801,0,72,53,167,24720,120,60,52,65,1,600
30.08.21,0,7,0,3099,2235,22741,60,0,70,59,89,23280,120,60,56,68,0,120
31.08.21,1,7,0,2038,1468,20760,0,0,71,46,117,27360,120,60,55,70,0,120
01.09.21,2,8,0,4565,3260,25622,60,0,75,60,151,23220,120,59,54,68,0,120
02.09.21,3,8,0,10890,7778,21059,1681,0,79,58,106,26400,120,59,54,65,0,120
03.09.21,4,8,0,8925,6387,18181,2700,0,,,,29460,180,59,52,72,0,180
04.09.21,5,8,0,5757,4044,19079,120,0,70,57,97,25680,180,59,56,65,0,420
05.09.21,6,8,0,8603,6423,16322,3180,0,,,,24240,120,58,52,67,0,180
06.09.21,0,8,0,8155,5931,19259,1681,0,84,63,136,27840,120,61,55,69,0,240
07.09.21,1,8,0,4171,2960,22983,240,0,74,59,101,26280,120,58,53,63,0,120
